freq,psd_x,psd_y,psd_z,psd_xyz,zv(47.8),mzv(47.6),ei(58.4),2hump_ei(75.0),3hump_ei(92.2)
98.1,6.495e+01,1.323e+02,2.950e+02,4.923e+02,0.774,0.348,0.497,0.042,0.048
99.6,7.559e+01,1.322e+02,3.002e+02,5.080e+02,0.767,0.376,0.518,0.036,0.043
101.2,8.498e+01,1.348e+02,2.972e+02,5.170e+02,0.758,0.404,0.537,0.030,0.038
102.8,9.325e+01,1.189e+02,2.779e+02,4.900e+02,0.747,0.430,0.554,0.029,0.032
104.3,1.087e+02,1.019e+02,2.824e+02,4.931e+02,0.734,0.455,0.570,0.030,0.026
105.9,1.197e+02,1.029e+02,2.766e+02,4.992e+02,0.719,0.479,0.583,0.034,0.021
107.4,1.324e+02,9.288e+01,2.734e+02,4.987e+02,0.703,0.502,0.594,0.045,0.020
109.0,1.549e+02,9.580e+01,2.827e+02,5.334e+02,0.685,0.523,0.603,0.061,0.019
110.5,1.727e+02,8.965e+01,2.697e+02,5.321e+02,0.665,0.542,0.610,0.079,0.020
112.1,1.951e+02,7.868e+01,2.684e+02,5.422e+02,0.644,0.559,0.614,0.098,0.022
113.7,2.350e+02,7.643e+01,2.903e+02,6.017e+02,0.621,0.575,0.616,0.118,0.027
115.2,2.813e+02,7.979e+01,2.886e+02,6.496e+02,0.597,0.588,0.616,0.139,0.034
116.8,3.436e+02,8.080e+01,2.930e+02,7.174e+02,0.572,0.600,0.613,0.161,0.041
118.3,4.651e+02,7.304e+01,3.352e+02,8.733e+02,0.546,0.609,0.608,0.184,0.047
119.9,6.076e+02,6.439e+01,3.549e+02,1.027e+03,0.518,0.617,0.601,0.206,0.053
121.4,8.408e+02,5.807e+01,3.889e+02,1.288e+03,0.490,0.622,0.592,0.229,0.058
123.0,1.201e+03,6.273e+01,4.480e+02,1.712e+03,0.460,0.625,0.581,0.252,0.062
124.5,1.679e+03,6.258e+01,4.777e+02,2.219e+03,0.430,0.626,0.568,0.274,0.065
126.1,2.407e+03,6.411e+01,5.349e+02,3.006e+03,0.399,0.624,0.553,0.296,0.067
127.7,2.843e+03,6.447e+01,5.525e+02,3.460e+03,0.375,0.621,0.536,0.318,0.068
129.2,3.521e+03,7.583e+01,5.337e+02,4.130e+03,0.359,0.615,0.518,0.338,0.067
130.8,3.528e+03,7.570e+01,4.779e+02,4.082e+03,0.344,0.608,0.498,0.358,0.065
132.3,3.184e+03,8.119e+01,3.916e+02,3.656e+03,0.330,0.598,0.478,0.377,0.062
133.9,2.449e+03,7.946e+01,2.640e+02,2.793e+03,0.318,0.587,0.456,0.395,0.057
135.4,1.313e+03,8.347e+01,1.752e+02,1.572e+03,0.307,0.574,0.433,0.411,0.051
137.0,8.713e+02,7.757e+01,1.542e+02,1.103e+03,0.298,0.559,0.409,0.426,0.051
138.6,5.056e+02,7.160e+01,1.035e+02,6.807e+02,0.290,0.542,0.385,0.440,0.051
140.1,3.797e+02,6.684e+01,1.022e+02,5.487e+02,0.286,0.524,0.360,0.451,0.052
141.7,2.565e+02,5.975e+01,8.427e+01,4.006e+02,0.283,0.505,0.335,0.462,0.054
143.2,2.057e+02,6.460e+01,8.233e+01,3.526e+02,0.282,0.485,0.310,0.470,0.056
144.8,1.583e+02,6.316e+01,7.082e+01,2.923e+02,0.284,0.463,0.285,0.476,0.058
146.3,1.138e+02,5.674e+01,5.736e+01,2.279e+02,0.288,0.440,0.261,0.481,0.062
147.9,1.115e+02,5.976e+01,5.839e+01,2.296e+02,0.293,0.417,0.237,0.484,0.067
149.5,7.732e+01,6.641e+01,5.098e+01,1.947e+02,0.301,0.393,0.214,0.485,0.072
151.0,7.559e+01,6.053e+01,4.870e+01,1.848e+02,0.309,0.369,0.192,0.484,0.081
152.6,6.339e+01,6.156e+01,4.328e+01,1.682e+02,0.319,0.344,0.178,0.482,0.099
154.1,5.688e+01,5.446e+01,4.160e+01,1.529e+02,0.330,0.319,0.168,0.477,0.118
155.7,4.776e+01,5.640e+01,3.712e+01,1.413e+02,0.341,0.295,0.159,0.471,0.137
157.2,4.246e+01,6.104e+01,3.953e+01,1.430e+02,0.353,0.270,0.151,0.464,0.156
158.8,3.958e+01,6.412e+01,4.081e+01,1.445e+02,0.366,0.246,0.143,0.454,0.175
160.4,3.805e+01,7.553e+01,4.081e+01,1.544e+02,0.392,0.225,0.136,0.444,0.195
161.9,3.992e+01,8.417e+01,4.589e+01,1.700e+02,0.417,0.215,0.130,0.432,0.213
163.5,3.562e+01,9.138e+01,4.550e+01,1.725e+02,0.442,0.205,0.125,0.418,0.232
165.0,3.662e+01,9.657e+01,5.004e+01,1.832e+02,0.465,0.196,0.120,0.404,0.250
166.6,2.963e+01,9.854e+01,4.635e+01,1.745e+02,0.487,0.188,0.116,0.389,0.267
168.1,3.484e+01,9.994e+01,5.044e+01,1.852e+02,0.508,0.181,0.113,0.373,0.284
169.7,3.052e+01,9.394e+01,5.105e+01,1.755e+02,0.527,0.175,0.110,0.356,0.299
171.3,3.193e+01,9.511e+01,5.029e+01,1.773e+02,0.546,0.169,0.108,0.338,0.314
172.8,3.163e+01,8.762e+01,5.224e+01,1.715e+02,0.563,0.165,0.106,0.320,0.327
174.4,2.749e+01,8.540e+01,5.163e+01,1.645e+02,0.578,0.161,0.104,0.302,0.340
175.9,2.538e+01,7.728e+01,5.579e+01,1.585e+02,0.592,0.158,0.104,0.284,0.350
177.5,2.296e+01,6.988e+01,5.533e+01,1.482e+02,0.604,0.155,0.103,0.266,0.360
179.0,2.431e+01,7.590e+01,5.549e+01,1.557e+02,0.615,0.153,0.103,0.248,0.368
180.6,2.220e+01,7.117e+01,5.983e+01,1.532e+02,0.624,0.152,0.104,0.231,0.375
182.2,2.372e+01,7.092e+01,5.805e+01,1.527e+02,0.632,0.151,0.106,0.214,0.380
183.7,2.348e+01,7.481e+01,6.322e+01,1.615e+02,0.638,0.150,0.108,0.198,0.383
185.3,2.466e+01,7.455e+01,6.842e+01,1.676e+02,0.643,0.150,0.110,0.182,0.385
186.8,2.544e+01,7.509e+01,6.962e+01,1.702e+02,0.646,0.150,0.113,0.167,0.386
188.4,2.467e+01,7.576e+01,7.257e+01,1.730e+02,0.647,0.150,0.117,0.154,0.385
189.9,2.312e+01,8.480e+01,8.117e+01,1.891e+02,0.647,0.150,0.122,0.141,0.383
191.5,2.086e+01,8.029e+01,7.198e+01,1.731e+02,0.645,0.151,0.127,0.130,0.379
193.1,2.239e+01,1.088e+02,8.692e+01,2.181e+02,0.642,0.151,0.133,0.123,0.373
194.6,1.952e+01,9.147e+01,7.949e+01,1.905e+02,0.638,0.152,0.139,0.117,0.367
196.2,2.004e+01,1.054e+02,8.771e+01,2.132e+02,0.631,0.154,0.146,0.112,0.359
197.7,1.755e+01,1.054e+02,8.603e+01,2.090e+02,0.624,0.155,0.153,0.107,0.350
199.3,1.916e+01,1.064e+02,9.640e+01,2.220e+02,0.615,0.157,0.168,0.103,0.341
200.8,1.674e+01,1.119e+02,9.142e+01,2.201e+02,0.605,0.159,0.187,0.099,0.330
202.4,1.634e+01,1.034e+02,9.379e+01,2.135e+02,0.593,0.161,0.205,0.095,0.318
