freq,psd_x,psd_y,psd_z,psd_xyz,zv(46.4),mzv(43.2),ei(52.6),2hump_ei(67.6),3hump_ei(83.2)
52.7,4.397e+03,7.442e+03,1.388e+03,1.323e+04,0.187,0.120,0.056,0.055,0.047
54.3,3.237e+03,5.869e+03,1.561e+03,1.067e+04,0.230,0.128,0.054,0.056,0.047
55.8,2.737e+03,4.713e+03,1.649e+03,9.100e+03,0.272,0.132,0.048,0.055,0.045
57.4,2.539e+03,3.461e+03,1.352e+03,7.353e+03,0.313,0.133,0.040,0.053,0.041
58.9,2.262e+03,2.704e+03,9.964e+02,5.962e+03,0.353,0.131,0.032,0.048,0.036
60.5,2.057e+03,2.310e+03,8.124e+02,5.179e+03,0.391,0.126,0.028,0.042,0.030
62.0,1.795e+03,1.773e+03,6.373e+02,4.205e+03,0.428,0.117,0.030,0.035,0.023
63.6,1.564e+03,1.390e+03,5.043e+02,3.459e+03,0.464,0.106,0.039,0.027,0.020
65.1,1.307e+03,1.085e+03,4.269e+02,2.819e+03,0.498,0.096,0.057,0.019,0.018
66.7,1.061e+03,8.164e+02,3.551e+02,2.232e+03,0.531,0.090,0.082,0.016,0.017
68.2,9.415e+02,6.618e+02,2.980e+02,1.901e+03,0.562,0.084,0.108,0.015,0.019
69.8,8.149e+02,5.335e+02,2.778e+02,1.626e+03,0.591,0.081,0.137,0.018,0.022
71.3,7.017e+02,4.574e+02,2.657e+02,1.425e+03,0.618,0.081,0.167,0.025,0.027
72.9,6.341e+02,4.582e+02,2.462e+02,1.339e+03,0.643,0.085,0.198,0.033,0.034
74.4,5.377e+02,4.693e+02,2.069e+02,1.214e+03,0.667,0.094,0.229,0.040,0.041
76.0,4.838e+02,5.261e+02,1.958e+02,1.206e+03,0.688,0.106,0.261,0.046,0.046
77.5,4.855e+02,6.460e+02,2.034e+02,1.335e+03,0.707,0.122,0.293,0.052,0.051
79.1,5.339e+02,7.297e+02,1.890e+02,1.453e+03,0.724,0.140,0.325,0.055,0.054
80.6,6.146e+02,8.226e+02,1.650e+02,1.602e+03,0.739,0.171,0.357,0.058,0.056
82.2,6.055e+02,7.226e+02,1.358e+02,1.464e+03,0.752,0.204,0.387,0.058,0.057
83.7,5.518e+02,6.230e+02,1.246e+02,1.299e+03,0.763,0.237,0.417,0.057,0.057
85.3,5.331e+02,5.890e+02,1.250e+02,1.247e+03,0.772,0.270,0.445,0.054,0.055
86.8,5.249e+02,5.535e+02,1.533e+02,1.232e+03,0.778,0.302,0.472,0.049,0.052
88.4,4.997e+02,4.743e+02,1.627e+02,1.137e+03,0.782,0.334,0.497,0.043,0.048
89.9,4.481e+02,4.328e+02,1.440e+02,1.025e+03,0.784,0.366,0.520,0.035,0.043
91.5,3.849e+02,3.918e+02,1.559e+02,9.327e+02,0.784,0.396,0.541,0.029,0.037
93.0,3.651e+02,3.551e+02,1.515e+02,8.718e+02,0.781,0.426,0.560,0.029,0.031
94.6,3.615e+02,3.351e+02,1.514e+02,8.481e+02,0.777,0.454,0.576,0.032,0.024
96.1,3.384e+02,2.990e+02,1.604e+02,7.978e+02,0.770,0.480,0.589,0.038,0.020
97.7,3.150e+02,2.658e+02,1.347e+02,7.155e+02,0.762,0.504,0.600,0.055,0.019
99.2,3.028e+02,2.591e+02,1.294e+02,6.913e+02,0.751,0.527,0.608,0.073,0.020
100.8,3.110e+02,2.652e+02,1.314e+02,7.077e+02,0.739,0.548,0.613,0.094,0.021
102.3,3.471e+02,2.944e+02,1.138e+02,7.554e+02,0.724,0.566,0.616,0.116,0.026
103.9,3.830e+02,3.118e+02,1.238e+02,8.186e+02,0.708,0.582,0.615,0.140,0.034
105.4,3.600e+02,2.833e+02,1.170e+02,7.603e+02,0.690,0.596,0.612,0.164,0.041
107.0,3.509e+02,3.071e+02,1.281e+02,7.860e+02,0.670,0.607,0.606,0.189,0.048
108.5,3.530e+02,3.425e+02,1.224e+02,8.179e+02,0.648,0.615,0.598,0.214,0.054
110.1,3.630e+02,3.767e+02,1.277e+02,8.674e+02,0.626,0.621,0.587,0.239,0.060
111.6,3.862e+02,4.498e+02,1.315e+02,9.676e+02,0.601,0.625,0.573,0.264,0.064
113.2,4.066e+02,5.228e+02,1.419e+02,1.071e+03,0.575,0.626,0.557,0.288,0.066
114.7,4.135e+02,5.851e+02,1.425e+02,1.141e+03,0.548,0.624,0.540,0.312,0.068
116.3,3.865e+02,6.217e+02,1.417e+02,1.150e+03,0.520,0.620,0.520,0.335,0.067
117.8,3.600e+02,6.051e+02,1.385e+02,1.104e+03,0.491,0.613,0.498,0.357,0.066
119.4,3.216e+02,5.396e+02,1.591e+02,1.020e+03,0.461,0.604,0.475,0.378,0.062
120.9,2.999e+02,4.772e+02,1.626e+02,9.397e+02,0.430,0.592,0.450,0.398,0.057
122.5,2.839e+02,4.522e+02,1.410e+02,8.772e+02,0.399,0.578,0.425,0.415,0.051
124.0,2.795e+02,4.569e+02,1.573e+02,8.936e+02,0.374,0.563,0.398,0.431,0.051
125.6,2.888e+02,4.989e+02,1.775e+02,9.652e+02,0.358,0.545,0.371,0.445,0.052
127.1,2.568e+02,4.984e+02,1.991e+02,9.542e+02,0.342,0.525,0.344,0.458,0.053
128.7,2.502e+02,5.356e+02,2.409e+02,1.027e+03,0.328,0.504,0.316,0.467,0.055
130.2,2.148e+02,4.955e+02,2.568e+02,9.672e+02,0.316,0.481,0.289,0.475,0.057
131.8,1.901e+02,4.630e+02,2.830e+02,9.361e+02,0.305,0.457,0.262,0.481,0.061
133.3,1.558e+02,3.659e+02,2.710e+02,7.927e+02,0.296,0.432,0.236,0.484,0.066
134.9,1.420e+02,3.055e+02,2.732e+02,7.206e+02,0.289,0.407,0.210,0.485,0.072
136.4,1.273e+02,2.478e+02,2.705e+02,6.456e+02,0.285,0.380,0.186,0.484,0.083
138.0,1.367e+02,2.542e+02,2.968e+02,6.876e+02,0.282,0.353,0.174,0.481,0.103
139.5,1.626e+02,2.609e+02,4.050e+02,8.285e+02,0.283,0.326,0.164,0.475,0.124
141.1,2.374e+02,2.956e+02,6.297e+02,1.163e+03,0.285,0.299,0.154,0.468,0.145
142.6,3.467e+02,3.872e+02,9.715e+02,1.705e+03,0.290,0.272,0.145,0.458,0.166
144.2,4.151e+02,4.673e+02,1.109e+03,1.991e+03,0.296,0.245,0.138,0.447,0.187
145.7,3.669e+02,4.421e+02,9.791e+02,1.788e+03,0.304,0.224,0.131,0.434,0.208
147.3,2.853e+02,3.496e+02,7.910e+02,1.426e+03,0.313,0.213,0.125,0.419,0.229
148.8,2.347e+02,3.046e+02,6.274e+02,1.167e+03,0.324,0.202,0.120,0.403,0.249
150.4,2.779e+02,3.309e+02,6.725e+02,1.281e+03,0.335,0.193,0.115,0.386,0.268
151.9,3.886e+02,4.375e+02,8.786e+02,1.705e+03,0.347,0.185,0.112,0.368,0.286
153.5,4.409e+02,5.210e+02,9.046e+02,1.867e+03,0.359,0.177,0.109,0.349,0.303
155.0,4.065e+02,4.749e+02,8.810e+02,1.762e+03,0.381,0.171,0.107,0.330,0.319
156.6,2.997e+02,3.766e+02,7.140e+02,1.390e+03,0.407,0.166,0.105,0.310,0.333
158.1,2.424e+02,3.403e+02,5.588e+02,1.142e+03,0.432,0.161,0.104,0.290,0.346
159.7,2.552e+02,3.091e+02,6.466e+02,1.211e+03,0.457,0.158,0.103,0.270,0.357
161.2,2.774e+02,2.945e+02,7.254e+02,1.297e+03,0.480,0.155,0.103,0.250,0.366
162.8,2.586e+02,2.867e+02,6.749e+02,1.220e+03,0.502,0.153,0.104,0.231,0.374
164.3,2.008e+02,2.421e+02,5.443e+02,9.872e+02,0.522,0.151,0.106,0.212,0.380
165.9,1.696e+02,2.042e+02,5.004e+02,8.742e+02,0.541,0.151,0.108,0.194,0.384
167.4,1.810e+02,2.023e+02,5.675e+02,9.508e+02,0.559,0.150,0.111,0.177,0.386
169.0,1.886e+02,1.751e+02,6.140e+02,9.778e+02,0.575,0.150,0.115,0.162,0.386
170.5,1.642e+02,1.649e+02,5.553e+02,8.844e+02,0.590,0.150,0.120,0.147,0.384
172.1,1.387e+02,1.447e+02,5.015e+02,7.849e+02,0.603,0.150,0.126,0.134,0.381
173.6,1.353e+02,1.232e+02,4.933e+02,7.518e+02,0.614,0.151,0.132,0.124,0.376
175.2,1.718e+02,1.305e+02,6.284e+02,9.306e+02,0.624,0.151,0.139,0.118,0.369
176.7,1.877e+02,1.284e+02,6.843e+02,1.000e+03,0.632,0.152,0.146,0.113,0.361
178.3,1.431e+02,1.225e+02,5.242e+02,7.899e+02,0.638,0.154,0.154,0.107,0.352
179.8,1.284e+02,1.065e+02,4.568e+02,6.917e+02,0.643,0.155,0.172,0.102,0.341
181.4,1.396e+02,1.174e+02,4.993e+02,7.563e+02,0.646,0.157,0.193,0.098,0.329
182.9,1.488e+02,1.219e+02,5.541e+02,8.248e+02,0.647,0.160,0.214,0.094,0.316
184.5,1.213e+02,1.211e+02,4.694e+02,7.118e+02,0.647,0.163,0.234,0.090,0.302
186.0,1.204e+02,1.248e+02,4.811e+02,7.263e+02,0.645,0.166,0.254,0.086,0.288
187.6,1.276e+02,1.347e+02,4.950e+02,7.573e+02,0.642,0.170,0.274,0.083,0.273
189.1,1.202e+02,1.170e+02,4.624e+02,6.996e+02,0.637,0.174,0.293,0.080,0.257
190.7,1.078e+02,1.214e+02,4.454e+02,6.747e+02,0.630,0.179,0.311,0.077,0.242
192.2,1.120e+02,1.154e+02,4.610e+02,6.884e+02,0.622,0.184,0.329,0.074,0.226
193.8,1.285e+02,1.329e+02,5.296e+02,7.910e+02,0.613,0.190,0.345,0.072,0.211
195.3,1.215e+02,1.154e+02,5.022e+02,7.391e+02,0.602,0.196,0.360,0.070,0.195
196.9,1.113e+02,1.157e+02,4.400e+02,6.670e+02,0.590,0.202,0.373,0.068,0.180
198.4,5.425e+01,6.308e+01,2.089e+02,3.262e+02,0.577,0.208,0.385,0.066,0.166
