freq,psd_x,psd_y,psd_z,psd_xyz,zv(49.4),mzv(47.2),ei(55.6),2hump_ei(69.4),3hump_ei(83.4)
130.1,9.378e+01,5.026e+02,1.621e+02,7.584e+02,0.404,0.605,0.412,0.464,0.084
131.6,9.341e+01,4.255e+02,1.520e+02,6.709e+02,0.378,0.595,0.387,0.471,0.101
133.2,7.997e+01,3.636e+02,1.477e+02,5.913e+02,0.362,0.583,0.361,0.476,0.118
134.7,6.903e+01,3.254e+02,1.662e+02,5.607e+02,0.348,0.570,0.335,0.478,0.136
136.3,5.793e+01,2.106e+02,1.881e+02,4.566e+02,0.334,0.554,0.309,0.479,0.154
137.8,5.390e+01,1.618e+02,1.863e+02,4.021e+02,0.321,0.537,0.282,0.477,0.172
139.4,4.883e+01,1.578e+02,1.628e+02,3.695e+02,0.310,0.519,0.257,0.474,0.191
140.9,4.315e+01,1.608e+02,1.534e+02,3.574e+02,0.301,0.499,0.231,0.468,0.209
142.5,4.830e+01,2.082e+02,1.882e+02,4.447e+02,0.293,0.478,0.207,0.461,0.227
144.0,5.675e+01,2.321e+02,2.177e+02,5.065e+02,0.288,0.456,0.183,0.451,0.245
145.6,4.480e+01,1.968e+02,1.637e+02,4.053e+02,0.284,0.433,0.163,0.440,0.262
147.1,3.611e+01,1.462e+02,1.364e+02,3.187e+02,0.282,0.410,0.152,0.428,0.278
148.7,3.543e+01,1.564e+02,1.522e+02,3.440e+02,0.283,0.386,0.143,0.413,0.294
150.2,3.951e+01,1.095e+02,1.709e+02,3.200e+02,0.285,0.361,0.134,0.398,0.308
151.8,4.244e+01,9.591e+01,1.746e+02,3.130e+02,0.290,0.336,0.126,0.381,0.321
153.3,4.246e+01,1.021e+02,1.732e+02,3.178e+02,0.295,0.311,0.119,0.363,0.333
154.9,5.079e+01,9.633e+01,1.999e+02,3.470e+02,0.303,0.287,0.113,0.344,0.343
156.4,5.207e+01,8.956e+01,2.113e+02,3.530e+02,0.311,0.262,0.108,0.325,0.352
158.0,5.576e+01,9.629e+01,2.216e+02,3.736e+02,0.321,0.238,0.104,0.304,0.360
159.5,5.910e+01,9.967e+01,2.287e+02,3.875e+02,0.331,0.222,0.100,0.284,0.365
161.1,5.798e+01,9.894e+01,2.554e+02,4.123e+02,0.342,0.212,0.098,0.263,0.369
162.6,5.522e+01,9.177e+01,2.573e+02,4.043e+02,0.354,0.202,0.096,0.243,0.371
164.2,4.794e+01,8.254e+01,2.443e+02,3.748e+02,0.367,0.194,0.095,0.222,0.372
165.7,4.636e+01,7.970e+01,2.225e+02,3.485e+02,0.392,0.186,0.095,0.202,0.370
167.3,5.564e+01,7.990e+01,2.782e+02,4.137e+02,0.416,0.179,0.096,0.182,0.367
168.8,5.549e+01,8.149e+01,2.823e+02,4.193e+02,0.440,0.173,0.097,0.163,0.363
170.4,5.617e+01,6.875e+01,3.013e+02,4.262e+02,0.462,0.168,0.098,0.145,0.357
171.9,4.664e+01,7.041e+01,2.580e+02,3.750e+02,0.484,0.163,0.100,0.127,0.349
173.5,4.200e+01,6.327e+01,2.565e+02,3.617e+02,0.504,0.160,0.103,0.111,0.340
175.0,3.528e+01,5.985e+01,2.494e+02,3.445e+02,0.523,0.157,0.107,0.096,0.329
176.6,3.266e+01,4.767e+01,2.295e+02,3.098e+02,0.541,0.154,0.111,0.090,0.318
178.1,2.849e+01,4.427e+01,1.984e+02,2.712e+02,0.558,0.153,0.115,0.084,0.305
179.7,2.618e+01,4.279e+01,1.717e+02,2.406e+02,0.573,0.151,0.121,0.079,0.291
181.2,2.048e+01,4.484e+01,1.317e+02,1.970e+02,0.587,0.151,0.126,0.074,0.277
182.8,1.950e+01,3.888e+01,1.202e+02,1.785e+02,0.599,0.150,0.132,0.070,0.261
184.3,1.977e+01,3.590e+01,1.119e+02,1.676e+02,0.610,0.150,0.139,0.066,0.246
185.9,2.173e+01,4.101e+01,1.348e+02,1.975e+02,0.620,0.150,0.146,0.063,0.230
187.4,2.555e+01,3.942e+01,1.653e+02,2.303e+02,0.628,0.150,0.155,0.060,0.213
189.0,2.555e+01,4.372e+01,1.508e+02,2.201e+02,0.635,0.150,0.173,0.058,0.197
190.5,2.208e+01,3.808e+01,1.246e+02,1.847e+02,0.640,0.151,0.191,0.056,0.181
192.1,1.972e+01,3.019e+01,1.250e+02,1.749e+02,0.644,0.152,0.210,0.054,0.165
193.6,1.970e+01,2.528e+01,1.136e+02,1.586e+02,0.647,0.153,0.228,0.052,0.149
195.1,2.236e+01,2.516e+01,1.319e+02,1.795e+02,0.647,0.154,0.247,0.051,0.134
196.7,2.221e+01,2.348e+01,1.438e+02,1.895e+02,0.647,0.156,0.265,0.050,0.119
198.2,9.312e+00,1.240e+01,5.967e+01,8.138e+01,0.645,0.158,0.282,0.049,0.105
