freq,psd_x,psd_y,psd_z,psd_xyz,zv(58.6),mzv(41.4),ei(56.4),2hump_ei(54.6),3hump_ei(49.8)
68.2,2.048e+02,8.718e+02,1.286e+04,1.394e+04,0.223,0.081,0.039,0.056,0.067
69.7,2.187e+02,7.880e+02,1.105e+04,1.206e+04,0.256,0.085,0.056,0.051,0.067
71.3,2.356e+02,7.361e+02,9.305e+03,1.028e+04,0.289,0.094,0.079,0.043,0.063
72.8,2.423e+02,7.742e+02,8.377e+03,9.393e+03,0.321,0.107,0.104,0.034,0.054
74.4,2.291e+02,8.373e+02,7.710e+03,8.776e+03,0.353,0.123,0.130,0.029,0.051
75.9,1.924e+02,8.430e+02,6.851e+03,7.887e+03,0.383,0.143,0.157,0.030,0.053
77.5,1.938e+02,1.010e+03,6.569e+03,7.772e+03,0.413,0.177,0.186,0.037,0.056
79.0,2.003e+02,9.332e+02,6.013e+03,7.147e+03,0.442,0.211,0.215,0.057,0.062
80.6,2.139e+02,8.788e+02,5.745e+03,6.837e+03,0.470,0.245,0.245,0.081,0.071
82.1,2.254e+02,8.443e+02,5.452e+03,6.522e+03,0.497,0.279,0.275,0.108,0.094
83.7,2.448e+02,7.927e+02,5.021e+03,6.059e+03,0.523,0.313,0.305,0.136,0.128
85.2,2.654e+02,7.022e+02,4.968e+03,5.936e+03,0.548,0.347,0.334,0.166,0.163
86.8,2.668e+02,6.203e+02,4.742e+03,5.629e+03,0.572,0.379,0.364,0.197,0.199
88.3,2.681e+02,5.277e+02,4.294e+03,5.089e+03,0.594,0.410,0.392,0.228,0.233
89.9,2.718e+02,5.178e+02,4.202e+03,4.992e+03,0.616,0.440,0.419,0.259,0.265
91.4,3.027e+02,4.812e+02,4.238e+03,5.022e+03,0.636,0.468,0.446,0.289,0.295
93.0,2.907e+02,4.501e+02,3.965e+03,4.706e+03,0.655,0.495,0.471,0.319,0.322
94.5,3.095e+02,4.474e+02,4.060e+03,4.817e+03,0.673,0.519,0.494,0.347,0.344
96.1,3.185e+02,4.791e+02,4.021e+03,4.818e+03,0.690,0.541,0.516,0.373,0.362
97.6,3.082e+02,4.757e+02,3.806e+03,4.590e+03,0.705,0.561,0.536,0.397,0.375
99.2,3.325e+02,4.761e+02,3.934e+03,4.742e+03,0.719,0.578,0.554,0.419,0.383
100.7,3.355e+02,4.799e+02,3.723e+03,4.538e+03,0.732,0.593,0.570,0.438,0.386
102.3,3.627e+02,5.366e+02,3.770e+03,4.670e+03,0.743,0.605,0.583,0.454,0.384
103.8,3.465e+02,5.372e+02,3.630e+03,4.513e+03,0.753,0.615,0.595,0.467,0.376
105.4,3.179e+02,5.042e+02,3.310e+03,4.132e+03,0.761,0.621,0.604,0.476,0.365
106.9,3.756e+02,5.817e+02,3.488e+03,4.445e+03,0.769,0.625,0.610,0.482,0.349
108.5,3.788e+02,5.975e+02,3.376e+03,4.352e+03,0.774,0.626,0.614,0.485,0.330
110.0,4.042e+02,6.211e+02,3.321e+03,4.346e+03,0.779,0.624,0.616,0.484,0.308
111.6,4.510e+02,6.943e+02,3.459e+03,4.604e+03,0.782,0.619,0.615,0.480,0.284
113.1,4.656e+02,6.939e+02,3.253e+03,4.412e+03,0.784,0.611,0.612,0.473,0.258
114.7,4.878e+02,7.427e+02,3.374e+03,4.604e+03,0.784,0.601,0.606,0.462,0.232
116.2,5.502e+02,8.718e+02,3.649e+03,5.071e+03,0.783,0.589,0.598,0.449,0.206
117.8,5.302e+02,8.619e+02,3.334e+03,4.727e+03,0.781,0.574,0.588,0.433,0.181
119.3,5.866e+02,1.008e+03,3.557e+03,5.152e+03,0.777,0.557,0.576,0.414,0.157
120.9,6.475e+02,1.113e+03,3.706e+03,5.467e+03,0.772,0.538,0.562,0.394,0.135
122.4,6.401e+02,1.076e+03,3.586e+03,5.302e+03,0.766,0.517,0.546,0.372,0.115
124.0,6.970e+02,1.222e+03,3.968e+03,5.888e+03,0.758,0.494,0.528,0.349,0.096
125.5,7.548e+02,1.351e+03,3.985e+03,6.090e+03,0.750,0.469,0.509,0.325,0.084
127.1,7.610e+02,1.456e+03,4.032e+03,6.248e+03,0.740,0.444,0.488,0.300,0.077
128.6,7.976e+02,1.557e+03,4.221e+03,6.576e+03,0.729,0.417,0.465,0.275,0.071
130.2,8.153e+02,1.515e+03,4.104e+03,6.435e+03,0.716,0.390,0.442,0.251,0.066
131.7,8.087e+02,1.396e+03,3.749e+03,5.954e+03,0.703,0.362,0.418,0.227,0.062
133.3,7.688e+02,1.362e+03,3.854e+03,5.985e+03,0.688,0.333,0.393,0.204,0.058
134.8,8.433e+02,1.357e+03,3.693e+03,5.893e+03,0.672,0.305,0.368,0.183,0.056
136.4,8.094e+02,1.165e+03,3.222e+03,5.196e+03,0.656,0.277,0.342,0.163,0.054
137.9,8.511e+02,1.135e+03,3.387e+03,5.373e+03,0.638,0.249,0.317,0.145,0.052
139.5,8.858e+02,1.091e+03,3.341e+03,5.317e+03,0.620,0.225,0.291,0.129,0.051
141.0,1.067e+03,1.211e+03,3.839e+03,6.116e+03,0.600,0.213,0.266,0.120,0.050
142.6,1.180e+03,1.230e+03,4.078e+03,6.488e+03,0.580,0.203,0.241,0.113,0.050
144.1,1.328e+03,1.250e+03,4.391e+03,6.968e+03,0.559,0.193,0.217,0.107,0.050
145.7,1.512e+03,1.261e+03,4.710e+03,7.482e+03,0.537,0.184,0.194,0.101,0.049
147.2,1.454e+03,1.280e+03,4.757e+03,7.492e+03,0.514,0.176,0.179,0.095,0.049
148.8,1.340e+03,1.212e+03,4.708e+03,7.260e+03,0.491,0.170,0.169,0.090,0.049
150.3,1.335e+03,1.124e+03,4.743e+03,7.202e+03,0.467,0.165,0.159,0.086,0.049
151.9,1.313e+03,1.078e+03,4.516e+03,6.907e+03,0.443,0.160,0.151,0.082,0.049
153.4,1.368e+03,1.091e+03,4.678e+03,7.137e+03,0.418,0.157,0.143,0.078,0.049
155.0,1.383e+03,1.116e+03,4.732e+03,7.231e+03,0.393,0.154,0.136,0.075,0.049
156.5,1.230e+03,1.047e+03,4.474e+03,6.750e+03,0.375,0.152,0.130,0.072,0.049
158.1,1.054e+03,9.015e+02,4.003e+03,5.959e+03,0.362,0.151,0.124,0.069,0.049
159.6,1.057e+03,9.025e+02,3.983e+03,5.943e+03,0.349,0.150,0.120,0.067,0.050
161.2,1.124e+03,9.618e+02,4.402e+03,6.488e+03,0.338,0.150,0.116,0.065,0.051
162.7,1.126e+03,9.868e+02,4.482e+03,6.595e+03,0.327,0.150,0.112,0.064,0.052
164.3,1.034e+03,9.340e+02,4.266e+03,6.235e+03,0.317,0.150,0.109,0.063,0.053
165.8,9.813e+02,8.973e+02,4.191e+03,6.070e+03,0.308,0.150,0.107,0.062,0.055
167.4,1.008e+03,8.804e+02,4.256e+03,6.145e+03,0.300,0.151,0.105,0.061,0.056
168.9,1.025e+03,8.808e+02,4.329e+03,6.235e+03,0.294,0.152,0.104,0.061,0.058
170.5,9.647e+02,8.550e+02,4.138e+03,5.958e+03,0.289,0.153,0.103,0.061,0.060
172.0,9.836e+02,9.289e+02,4.485e+03,6.397e+03,0.285,0.155,0.103,0.061,0.062
173.6,9.632e+02,9.176e+02,4.471e+03,6.352e+03,0.283,0.157,0.104,0.061,0.064
175.1,1.013e+03,9.918e+02,4.868e+03,6.873e+03,0.282,0.160,0.105,0.062,0.067
176.7,1.030e+03,1.057e+03,4.941e+03,7.029e+03,0.283,0.163,0.106,0.062,0.069
178.2,9.999e+02,1.015e+03,4.918e+03,6.933e+03,0.285,0.166,0.109,0.063,0.071
179.8,1.019e+03,1.048e+03,5.033e+03,7.100e+03,0.289,0.170,0.112,0.064,0.074
181.3,1.048e+03,1.035e+03,5.244e+03,7.327e+03,0.293,0.174,0.116,0.065,0.077
182.9,9.275e+02,1.082e+03,4.693e+03,6.702e+03,0.299,0.179,0.120,0.066,0.080
184.4,8.756e+02,1.077e+03,4.630e+03,6.582e+03,0.306,0.185,0.125,0.068,0.086
186.0,8.987e+02,1.190e+03,4.939e+03,7.028e+03,0.313,0.191,0.131,0.070,0.097
187.5,8.606e+02,1.207e+03,4.853e+03,6.921e+03,0.322,0.197,0.137,0.072,0.110
189.1,7.730e+02,1.080e+03,4.450e+03,6.303e+03,0.330,0.204,0.144,0.075,0.123
190.6,7.523e+02,1.128e+03,4.453e+03,6.333e+03,0.340,0.211,0.151,0.078,0.137
192.2,7.299e+02,1.151e+03,4.378e+03,6.259e+03,0.349,0.230,0.165,0.082,0.150
193.7,6.688e+02,1.120e+03,4.009e+03,5.797e+03,0.359,0.250,0.184,0.086,0.162
195.3,6.415e+02,1.145e+03,3.906e+03,5.692e+03,0.374,0.269,0.203,0.091,0.173
196.8,6.643e+02,1.178e+03,4.124e+03,5.967e+03,0.395,0.288,0.222,0.103,0.183
198.4,3.547e+02,6.189e+02,2.206e+03,3.179e+03,0.416,0.307,0.241,0.120,0.191
